"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"sem","sem","C:/Users/Victor/Documents/R/win-library/4.1","3.1-13",NA,"R (>= 3.5.0), stats","MASS, boot, mi (>= 0.9-99), utils",NA,"polycor, DiagrammeR",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"servr","servr","C:/Users/Victor/Documents/R/win-library/4.1","0.22",NA,"R (>= 3.0.0)","mime (>= 0.2), httpuv (>= 1.5.2), xfun, jsonlite",NA,"tools, later, rstudioapi, knitr (>= 1.9), rmarkdown",NA,"GPL",NA,NA,NA,NA,"no","4.1.0"
"sessioninfo","sessioninfo","C:/Users/Victor/Documents/R/win-library/4.1","1.1.1",NA,NA,"cli, tools, utils, withr",NA,"callr, covr, mockery, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"sf","sf","C:/Users/Victor/Documents/R/win-library/4.1","1.0-4",NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), s2 (>= 1.0.7), stats, tools, units
(>= 0.6-0), utils","Rcpp","blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.2-1), maps, mapview, Matrix, microbenchmark, odbc, pillar,
pool, raster, rgdal, rgeos, rlang, rmarkdown, RPostgres (>=
1.1.0), RPostgreSQL, RSQLite, sp (>= 1.2-4), spatstat (>=
2.0-1), spatstat.geom, spatstat.core, spatstat.linnet,
spatstat.utils, stars (>= 0.2-0), terra, testthat, tibble (>=
1.4.1), tidyr (>= 1.0-0), tidyselect (>= 1.0.0), tmap (>= 2.0),
vctrs, wk",NA,"GPL-2 | MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.2"
"shiny","shiny","C:/Users/Victor/Documents/R/win-library/4.1","1.6.0",NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, digest (>= 0.6.25), htmltools (>=
0.5.0.9001), R6 (>= 2.0), sourcetools, later (>= 1.0.0),
promises (>= 1.1.0), tools, crayon, rlang (>= 0.4.9), fastmap
(>= 1.0.0), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib
(>= 0.2.2.9002), cachem, ellipsis, lifecycle (>= 0.2.0)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 2.1.1), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, shinytest (>= 1.4.0.9003), yaml, future, dygraphs,
ragg, showtext, sass",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"shinyjs","shinyjs","C:/Users/Victor/Documents/R/win-library/4.1","2.0.0",NA,"R (>= 3.1.0)","digest (>= 0.6.8), htmltools (>= 0.2.9), jsonlite, shiny (>=
1.0.0)",NA,"knitr (>= 1.7), rmarkdown, shinyAce, shinydisconnect,
testthat (>= 0.9.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.1"
"sidrar","sidrar","C:/Users/Victor/Documents/R/win-library/4.1","0.2.6",NA,"R (>= 3.2.0)","magrittr, RCurl, rjson, rvest, stringr, xml2",NA,"knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"skimr","skimr","C:/Users/Victor/Documents/R/win-library/4.1","2.1.3",NA,"R (>= 3.1.2)","cli, crayon, dplyr (>= 0.8.0), knitr (>= 1.2), magrittr (>=
1.5), purrr, repr, rlang (>= 0.3.1), stats, stringr (>= 1.1),
tibble (>= 2.0.0), tidyr (>= 1.0), tidyselect (>= 1.0.0),
vctrs, withr",NA,"covr, data.table, dtplyr, extrafont, lubridate, rmarkdown,
sf, testthat (>= 2.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"slider","slider","C:/Users/Victor/Documents/R/win-library/4.1","0.2.2",NA,"R (>= 3.3.0)","ellipsis (>= 0.3.1), glue, rlang (>= 0.4.5), vctrs (>= 0.3.6),
warp","vctrs (>= 0.3.6)","covr, dplyr (>= 1.0.0), knitr, lubridate, rmarkdown, testthat
(>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.2"
"smooth","smooth","C:/Users/Victor/Documents/R/win-library/4.1","3.1.3",NA,"R (>= 3.0.2), greybox (>= 0.6.7)","Rcpp (>= 0.12.3), stats, graphics, grDevices, pracma, statmod,
MASS, nloptr, utils, zoo","Rcpp, RcppArmadillo (>= 0.8.100.0.0)","Mcomp, numDeriv, testthat, knitr, rmarkdown, doMC,
doParallel, foreach",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"sn","sn","C:/Users/Victor/Documents/R/win-library/4.1","2.0.0",NA,"R (>= 3.0.0), methods, stats4","mnormt (>= 2.0.0), numDeriv, utils, quantreg",NA,"R.rsp",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.1.2"
"SnowballC","SnowballC","C:/Users/Victor/Documents/R/win-library/4.1","0.7.0",NA,NA,NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"sourcetools","sourcetools","C:/Users/Victor/Documents/R/win-library/4.1","0.1.7",NA,"R (>= 3.0.2)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"sp","sp","C:/Users/Victor/Documents/R/win-library/4.1","1.4-6",NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.2"
"SparseM","SparseM","C:/Users/Victor/Documents/R/win-library/4.1","1.81",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"splines2","splines2","C:/Users/Victor/Documents/R/win-library/4.1","0.4.3",NA,"R (>= 3.2.3)","Rcpp, stats","Rcpp, RcppArmadillo","knitr, rmarkdown, tinytest",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"SplinesUtils","SplinesUtils","C:/Users/Victor/Documents/R/win-library/4.1","0.2",NA,"R (>= 3.4.0), splines","stats, graphics",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"splus2R","splus2R","C:/Users/Victor/Documents/R/win-library/4.1","1.3-3",NA,"R (>= 2.7.2)","methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.1"
"SQUAREM","SQUAREM","C:/Users/Victor/Documents/R/win-library/4.1","2021.1",NA,"R (>= 3.0)",NA,NA,"setRNG",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.1"
"srvyr","srvyr","C:/Users/Victor/Documents/R/win-library/4.1","1.1.0",NA,"R (>= 3.1.2)","dplyr (>= 1.0), magrittr, methods, rlang, survey (>= 4.1),
tibble, tidyr, tidyselect, vctrs (>= 0.3.0)",NA,"convey, DBI, dbplyr, ggplot2, knitr, laeken, Matrix,
rmarkdown (>= 2.2.2), pander, RSQLite, survival, testthat",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.1.1"
"stargazer","stargazer","C:/Users/Victor/Documents/R/win-library/4.1","5.2.2",NA,NA,"stats, utils",NA,NA,"AER, betareg, brglm, censReg, dynlm, eha, erer, ergm, fGarch,
gee, glmx, gmm, lfe, lme4, lmtest, MASS, mclogit, mgcv, mlogit,
mnlogit, nlme, nnet, ordinal, plm, pscl, quantreg, rms,
relevent, robustbase, sampleSelection, spdep, survey, survival,
Zelig","GPL (>= 2)",NA,NA,NA,NA,"no","4.1.1"
"statmod","statmod","C:/Users/Victor/Documents/R/win-library/4.1","1.4.36",NA,"R (>= 3.0.0)","stats, graphics",NA,"MASS, tweedie",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.1"
"streamR","streamR","C:/Users/Victor/Documents/R/win-library/4.1","0.4.5",NA,"R (>= 2.12.0), RCurl, rjson, ndjson",NA,NA,"ROAuth (>= 0.9.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"stringdist","stringdist","C:/Users/Victor/Documents/R/win-library/4.1","0.9.7",NA,"R (>= 2.15.3)","parallel",NA,"tinytest",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"stringi","stringi","C:/Users/Victor/Documents/R/win-library/4.1","1.7.5",NA,"R (>= 3.1)","tools, utils, stats",NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.1.1"
"stringr","stringr","C:/Users/Victor/Documents/R/win-library/4.1","1.4.0",NA,"R (>= 3.1)","glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"striprtf","striprtf","C:/Users/Victor/Documents/R/win-library/4.1","0.5.2",NA,"R (>= 3.0)","magrittr, Rcpp, stringr, utils","Rcpp","testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"SuppDists","SuppDists","C:/Users/Victor/Documents/R/win-library/4.1","1.1-9.5",NA,"R (>= 3.3.0)",NA,NA,"RcppZiggurat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"survey","survey","C:/Users/Victor/Documents/R/win-library/4.1","4.1-1",NA,"R (>= 3.5.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.1.1"
"survival","survival","C:/Users/Victor/Documents/R/win-library/4.1","3.2-11","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"svglite","svglite","C:/Users/Victor/Documents/R/win-library/4.1","2.0.0",NA,"R (>= 3.0.0)","systemfonts (>= 1.0.0)","cpp11, systemfonts","htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"sys","sys","C:/Users/Victor/Documents/R/win-library/4.1","3.4",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"systemfonts","systemfonts","C:/Users/Victor/Documents/R/win-library/4.1","1.0.3",NA,"R (>= 3.2.0)",NA,"cpp11 (>= 0.2.1)","testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"taskscheduleR","taskscheduleR","C:/Users/Victor/Documents/R/win-library/4.1","1.5",NA,NA,"data.table, tools, utils",NA,"knitr, rmarkdown, miniUI, shiny, testthat",NA,"AGPL-3",NA,NA,"windows",NA,"no","4.1.0"
"tcltk2","tcltk2","C:/Users/Victor/Documents/R/win-library/4.1","1.2-11",NA,"R (>= 2.8.0), tcltk",NA,NA,"utils",NA,"LGPL-3 + file LICENSE",NA,NA,NA,NA,"no","4.1.1"
"terra","terra","C:/Users/Victor/Documents/R/win-library/4.1","1.4-20",NA,"R (>= 3.5.0)","methods, Rcpp","Rcpp","parallel, tinytest, ncdf4, sf (>= 0.9-8), deldir, XML, raster",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.2"
"testthat","testthat","C:/Users/Victor/Documents/R/win-library/4.1","3.0.4",NA,"R (>= 3.1)","brio, callr (>= 3.5.1), cli (>= 2.2.0), crayon (>= 1.3.4),
desc, digest, ellipsis (>= 0.2.0), evaluate, jsonlite,
lifecycle, magrittr, methods, pkgload, praise, processx, ps (>=
1.3.4), R6 (>= 2.2.0), rlang (>= 0.4.9), utils, waldo (>=
0.2.4), withr (>= 2.3.0)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr, mockery,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"texreg","texreg","C:/Users/Victor/Documents/R/win-library/4.1","1.37.5",NA,"R (>= 3.5)","methods, stats, httr",NA,"broom (>= 0.4.2), coda (>= 0.19.2), ggplot2 (>= 3.1.0),
huxtable (>= 4.2.0), knitr (>= 1.22), rmarkdown (>= 1.12.3),
sandwich (>= 2.3-1), testthat (>= 2.0.0), lmtest (>= 0.9-34)","AER, alpaca, bife, biglm, brms (>= 2.8.8), btergm, dynlm,
feisr (>= 1.0.1), forecast, gamlss, gamlss.inf, glmmTMB, lfe,
lme4, miceadds, mlogit, mnlogit, MuMIn, nlme, nnet, ordinal,
plm, speedglm, survival, VGAM, Zelig","GPL-3",NA,NA,NA,NA,"no","4.1.0"
"textshaping","textshaping","C:/Users/Victor/Documents/R/win-library/4.1","0.3.5",NA,"R (>= 3.2.0)","systemfonts (>= 1.0.0)","cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"TH.data","TH.data","C:/Users/Victor/Documents/R/win-library/4.1","1.0-10",NA,"R (>= 2.10.0), survival, MASS",NA,NA,"dplyr, gdata, plyr",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"tibble","tibble","C:/Users/Victor/Documents/R/win-library/4.1","3.1.6",NA,"R (>= 3.1.0)","ellipsis (>= 0.3.2), fansi (>= 0.4.0), lifecycle (>= 1.0.0),
magrittr, methods, pillar (>= 1.6.2), pkgconfig, rlang (>=
0.4.3), utils, vctrs (>= 0.3.8)",NA,"bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2, hms,
htmltools, knitr, lubridate, mockr, nycflights13, pkgbuild,
pkgload, purrr, rmarkdown, stringi, testthat (>= 3.0.2), tidyr,
withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.2"
"tidymodels","tidymodels","C:/Users/Victor/Documents/R/win-library/4.1","0.1.4",NA,"R (>= 3.1)","broom (>= 0.7.9), cli (>= 3.0.1), conflicted (>= 1.0.4), dials
(>= 0.0.10), dplyr (>= 1.0.7), ggplot2 (>= 3.3.5), hardhat (>=
0.1.6), infer (>= 1.0.0), modeldata (>= 0.1.1), parsnip (>=
0.1.7), purrr (>= 0.3.4), recipes (>= 0.1.17), rlang (>=
0.4.11), rsample (>= 0.1.0), rstudioapi (>= 0.13), tibble (>=
3.1.5), tidyr (>= 1.1.4), tune (>= 0.1.6), workflows (>=
0.2.3), workflowsets (>= 0.1.0), yardstick (>= 0.0.8)",NA,"covr, glue, knitr, rmarkdown, testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.2"
"tidyr","tidyr","C:/Users/Victor/Documents/R/win-library/4.1","1.1.4",NA,"R (>= 3.1)","dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, lifecycle,
magrittr, purrr, rlang, tibble (>= 2.1.1), tidyselect (>=
1.1.0), utils, vctrs (>= 0.3.6)","cpp11 (>= 0.2.6)","covr, data.table, jsonlite, knitr, readr, repurrrsive (>=
1.0.0), rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"tidyselect","tidyselect","C:/Users/Victor/Documents/R/win-library/4.1","1.1.1",NA,"R (>= 3.2)","ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 0.4.6),
vctrs (>= 0.3.0)",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, testthat (>=
2.3.0), tibble (>= 2.1.3), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"tidytext","tidytext","C:/Users/Victor/Documents/R/win-library/4.1","0.3.1",NA,"R (>= 2.10)","rlang (>= 0.4.10), tibble, dplyr, stringr, hunspell, generics,
lifecycle, Matrix, tokenizers, janeaustenr, purrr (>= 0.1.1),
methods, vctrs",NA,"readr, tidyr, XML, tm, quanteda, knitr, rmarkdown, ggplot2,
reshape2, wordcloud, topicmodels, NLP, scales, testthat (>=
2.1.0), vdiffr, mallet, stm, data.table, broom, textdata,
stopwords, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"tidyverse","tidyverse","C:/Users/Victor/Documents/R/win-library/4.1","1.3.1",NA,"R (>= 3.3)","broom (>= 0.7.6), cli (>= 2.4.0), crayon (>= 1.4.1), dbplyr
(>= 2.1.1), dplyr (>= 1.0.5), dtplyr (>= 1.1.0), forcats (>=
0.5.1), googledrive (>= 1.0.1), googlesheets4 (>= 0.3.0),
ggplot2 (>= 3.3.3), haven (>= 2.3.1), hms (>= 1.0.0), httr (>=
1.4.2), jsonlite (>= 1.7.2), lubridate (>= 1.7.10), magrittr
(>= 2.0.1), modelr (>= 0.1.8), pillar (>= 1.6.0), purrr (>=
0.3.4), readr (>= 1.4.0), readxl (>= 1.3.1), reprex (>= 2.0.0),
rlang (>= 0.4.10), rstudioapi (>= 0.13), rvest (>= 1.0.0),
stringr (>= 1.4.0), tibble (>= 3.1.0), tidyr (>= 1.1.3), xml2
(>= 1.3.2)",NA,"covr, feather, glue, knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"tiff","tiff","C:/Users/Victor/Documents/R/win-library/4.1","0.1-8",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"timeDate","timeDate","C:/Users/Victor/Documents/R/win-library/4.1","3043.102",NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.1"
"tinytex","tinytex","C:/Users/Victor/Documents/R/win-library/4.1","0.35",NA,NA,"xfun (>= 0.23)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.2"
"tmvnsim","tmvnsim","C:/Users/Victor/Documents/R/win-library/4.1","1.0-2",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"tokenizers","tokenizers","C:/Users/Victor/Documents/R/win-library/4.1","0.2.1",NA,"R (>= 3.1.3)","stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","Rcpp","covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"trafo","trafo","C:/Users/Victor/Documents/R/win-library/4.1","1.0.1",NA,"R (>= 3.2.4)","FNN, moments, pryr, graphics, grDevices, lmtest",NA,"testthat, R.rsp",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.1"
"trend","trend","C:/Users/Victor/Documents/R/win-library/4.1","1.1.4",NA,"R (>= 3.0)","extraDistr (>= 1.8.0)",NA,"strucchange, Kendall, psych",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.1"
"triebeard","triebeard","C:/Users/Victor/Documents/R/win-library/4.1","0.3.0",NA,NA,"Rcpp","Rcpp","knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"TSA","TSA","C:/Users/Victor/Documents/R/win-library/4.1","1.3",NA,"R (>= 2.5.1)","leaps, locfit, mgcv, tseries",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.1"
"tseries","tseries","C:/Users/Victor/Documents/R/win-library/4.1","0.10-48",NA,"R (>= 2.10.0)","graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.1"
"TTR","TTR","C:/Users/Victor/Documents/R/win-library/4.1","0.24.2",NA,NA,"xts (>= 0.10-0), zoo, curl","xts","RUnit","quantmod","GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"tune","tune","C:/Users/Victor/Documents/R/win-library/4.1","0.1.6",NA,"R (>= 2.10)","cli (>= 2.0.0), dials (>= 0.0.9), dplyr (>= 1.0.0), foreach,
generics (>= 0.1.0), ggplot2, glue, GPfit, hardhat (>= 0.1.6),
lifecycle (>= 1.0.0), parsnip (>= 0.1.4), purrr (>= 0.3.2),
recipes (>= 0.1.15), rlang (>= 0.4.0), rsample (>= 0.0.9),
tibble (>= 3.1.0), tidyr, vctrs (>= 0.3.0), withr, workflows
(>= 0.2.3), yardstick (>= 0.0.7)",NA,"covr, kernlab, knitr, modeldata, randomForest, spelling,
testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.2"
"tzdb","tzdb","C:/Users/Victor/Documents/R/win-library/4.1","0.2.0",NA,"R (>= 3.3)",NA,"cpp11 (>= 0.4.0)","covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"udapi","udapi","C:/Users/Victor/Documents/R/win-library/4.1","0.1.3",NA,NA,"httr, curl",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"ufscdown","ufscdown","C:/Users/Victor/Documents/R/win-library/4.1","0.0.1",NA,"R (>= 3.2.0)","bookdown",NA,"tinytex, kableExtra, cowplot, stargazer",NA,"MIT",NA,NA,NA,NA,"no","4.1.0"
"units","units","C:/Users/Victor/Documents/R/win-library/4.1","0.7-2",NA,"R (>= 3.0.2)","Rcpp","Rcpp (>= 0.12.10)","udunits2, NISTunits, measurements, xml2, magrittr, pillar (>=
1.3.0), dplyr (>= 1.0.0), vctrs (>= 0.3.1), knitr, testthat (>=
3.0.0), ggforce, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.1"
"urca","urca","C:/Users/Victor/Documents/R/win-library/4.1","1.3-0",NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"urltools","urltools","C:/Users/Victor/Documents/R/win-library/4.1","1.7.3",NA,"R (>= 2.10)","Rcpp, methods, triebeard","Rcpp","testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"usethis","usethis","C:/Users/Victor/Documents/R/win-library/4.1","2.0.1",NA,"R (>= 3.2)","cli, clipr (>= 0.3.0), crayon, curl (>= 2.7), desc, fs (>=
1.3.0), gert (>= 1.0.2), gh (>= 1.2.0), glue (>= 1.3.0),
jsonlite, lifecycle, purrr, rappdirs, rlang (>= 0.4.10),
rprojroot (>= 1.2), rstudioapi, stats, utils, whisker, withr
(>= 2.3.0), yaml",NA,"covr, knitr, magick, mockr, rmarkdown, roxygen2, spelling (>=
1.2), styler (>= 1.2.0), testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"utf8","utf8","C:/Users/Victor/Documents/R/win-library/4.1","1.2.2",NA,"R (>= 2.10)",NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"uuid","uuid","C:/Users/Victor/Documents/R/win-library/4.1","0.1-4",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"vapoRwave","vapoRwave","C:/Users/Victor/Documents/R/win-library/4.1","0.0.0.9000",NA,NA,"ggplot2, scales, knitr",NA,"WVPlots, tidyverse, extrafont, forecast, gapminder,
ggcorrplot, testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"vctrs","vctrs","C:/Users/Victor/Documents/R/win-library/4.1","0.3.8",NA,"R (>= 3.3)","ellipsis (>= 0.2.0), glue, rlang (>= 0.4.10)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown, rmarkdown, testthat (>= 2.3.0),
tibble, withr, xml2, waldo (>= 0.2.0), zeallot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"vegan","vegan","C:/Users/Victor/Documents/R/win-library/4.1","2.5-7",NA,"permute (>= 0.9-0), lattice, R (>= 3.4.0)","MASS, cluster, mgcv",NA,"parallel, tcltk, knitr, markdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.2"
"viridis","viridis","C:/Users/Victor/Documents/R/win-library/4.1","0.6.1",NA,"R (>= 2.10), viridisLite (>= 0.4.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, rasterVis, httr, mapproj, vdiffr, svglite (>=
1.2.0), testthat, covr, rmarkdown, rgdal",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"viridisLite","viridisLite","C:/Users/Victor/Documents/R/win-library/4.1","0.4.0",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"vroom","vroom","C:/Users/Victor/Documents/R/win-library/4.1","1.5.7",NA,"R (>= 3.1)","bit64, crayon, cli, glue, hms, lifecycle, methods, rlang (>=
0.4.2), stats, tibble (>= 2.0.0), tzdb (>= 0.1.1), vctrs (>=
0.2.0), tidyselect, withr","progress (>= 1.2.1), cpp11 (>= 0.2.0), tzdb (>= 0.1.1)","archive, bench (>= 1.1.0), covr, curl, dplyr, forcats, fs,
ggplot2, knitr, patchwork, prettyunits, purrr, rmarkdown,
rstudioapi, scales, spelling, testthat (>= 2.1.0), tidyr,
utils, waldo, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"waldo","waldo","C:/Users/Victor/Documents/R/win-library/4.1","0.2.5",NA,NA,"cli, diffobj, fansi, glue, methods, rematch2, rlang (>=
0.4.10), tibble",NA,"testthat (>= 3.0.0), covr, R6",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"warp","warp","C:/Users/Victor/Documents/R/win-library/4.1","0.2.0",NA,"R (>= 3.2)",NA,NA,"covr, testthat (>= 2.1.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.2"
"webshot","webshot","C:/Users/Victor/Documents/R/win-library/4.1","0.5.2",NA,"R (>= 3.0)","magrittr, jsonlite, callr",NA,"httpuv, knitr, rmarkdown, shiny",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"websocket","websocket","C:/Users/Victor/Documents/R/win-library/4.1","1.4.0",NA,NA,"R6, later (>= 1.2.0)","cpp11, AsioHeaders, later","httpuv, testthat, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"whisker","whisker","C:/Users/Victor/Documents/R/win-library/4.1","0.4",NA,NA,NA,NA,"markdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"whoami","whoami","C:/Users/Victor/Documents/R/win-library/4.1","1.3.0",NA,NA,"httr, jsonlite, utils",NA,"covr, mockery, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.1"
